cultivar	flowcell_lane	filename	PlateID	readMappingIds
ZeaSynDH-524.fastq	gbsFlowcell	ZeaSynDH-524.fastq	gbs	40
ZeaSynDH-436.fastq	gbsFlowcell	ZeaSynDH-436.fastq	gbs	41
ZeaSynDH-3133.fastq	gbsFlowcell	ZeaSynDH-3133.fastq	gbs	42
ZeaSynDH-702.fastq	gbsFlowcell	ZeaSynDH-702.fastq	gbs	43
ZeaSynDH-1369.fastq	gbsFlowcell	ZeaSynDH-1369.fastq	gbs	44
ZeaSynDH-1055.fastq	gbsFlowcell	ZeaSynDH-1055.fastq	gbs	45
ZeaSynDH-318.fastq	gbsFlowcell	ZeaSynDH-318.fastq	gbs	46
ZeaSynDH-1104.fastq	gbsFlowcell	ZeaSynDH-1104.fastq	gbs	47
ZeaSynDH-803.fastq	gbsFlowcell	ZeaSynDH-803.fastq	gbs	48
ZeaSynDH-1490.fastq	gbsFlowcell	ZeaSynDH-1490.fastq	gbs	49
ZeaSynDH-1086.fastq	gbsFlowcell	ZeaSynDH-1086.fastq	gbs	50
ZeaSynDH-215.fastq	gbsFlowcell	ZeaSynDH-215.fastq	gbs	51
ZeaSynDH-1361.fastq	gbsFlowcell	ZeaSynDH-1361.fastq	gbs	52
ZeaSynDH-43.fastq	gbsFlowcell	ZeaSynDH-43.fastq	gbs	53
ZeaSynDH-829.fastq	gbsFlowcell	ZeaSynDH-829.fastq	gbs	54
ZeaSynDH-223.fastq	gbsFlowcell	ZeaSynDH-223.fastq	gbs	55
ZeaSynDH-2606.fastq	gbsFlowcell	ZeaSynDH-2606.fastq	gbs	56
ZeaSynDH-93.fastq	gbsFlowcell	ZeaSynDH-93.fastq	gbs	57
ZeaSynDH-303.fastq	gbsFlowcell	ZeaSynDH-303.fastq	gbs	58
ZeaSynDH-1208.fastq	gbsFlowcell	ZeaSynDH-1208.fastq	gbs	59
ZeaSynDH-124.fastq	gbsFlowcell	ZeaSynDH-124.fastq	gbs	60
ZeaSynDH-416.fastq	gbsFlowcell	ZeaSynDH-416.fastq	gbs	61
ZeaSynDH-133.fastq	gbsFlowcell	ZeaSynDH-133.fastq	gbs	62
ZeaSynDH-97.fastq	gbsFlowcell	ZeaSynDH-97.fastq	gbs	63
ZeaSynDH-2076.fastq	gbsFlowcell	ZeaSynDH-2076.fastq	gbs	64
ZeaSynDH-618.fastq	gbsFlowcell	ZeaSynDH-618.fastq	gbs	65
ZeaSynDH-104.fastq	gbsFlowcell	ZeaSynDH-104.fastq	gbs	66
ZeaSynDH-23.fastq	gbsFlowcell	ZeaSynDH-23.fastq	gbs	67
ZeaSynDH-1341.fastq	gbsFlowcell	ZeaSynDH-1341.fastq	gbs	68
ZeaSynDH-1211.fastq	gbsFlowcell	ZeaSynDH-1211.fastq	gbs	69
ZeaSynDH-135.fastq	gbsFlowcell	ZeaSynDH-135.fastq	gbs	70
ZeaSynDH-1028.fastq	gbsFlowcell	ZeaSynDH-1028.fastq	gbs	71
ZeaSynDH-1016.fastq	gbsFlowcell	ZeaSynDH-1016.fastq	gbs	72
ZeaSynDH-1181.fastq	gbsFlowcell	ZeaSynDH-1181.fastq	gbs	73
ZeaSynDH-2118.fastq	gbsFlowcell	ZeaSynDH-2118.fastq	gbs	74
ZeaSynDH-453.fastq	gbsFlowcell	ZeaSynDH-453.fastq	gbs	75
ZeaSynDH-372.fastq	gbsFlowcell	ZeaSynDH-372.fastq	gbs	76
ZeaSynDH-1034.fastq	gbsFlowcell	ZeaSynDH-1034.fastq	gbs	77
